url,descripcion,tipo,precio,anio_construccion,tipo_operacion,calle_y_altura,localidad,partido,region,superficie_total,superficie_cubierta,dormitorios,banos,cocheras,servicios,imagenes,whatsapp,logo_inmobiliaria
https://century21.com.ar/propiedad/275921_venta-casa-4-ambientes-en-el-country-el-pato-con-pileta,"Casa en venta en country, pensada para quienes buscan combinar comodidad, calidez y calidad de vida.
Al ingresar, un amplio living con ventanales al jardín invita a compartir momentos en familia, acompañado de una cocina práctica y funcional, perfecta para quienes disfrutan de la vida cotidiana con espacio y comodidad. Dos comedores ofrecen la posibilidad de recibir invitados y vivir encuentros inolvidables. En la planta baja también se encuentra un dormitorio y un toilette que suman practicidad al día a día.

En la planta alta, dos dormitorios luminosos brindan intimidad y descanso, junto a un baño completo y un hall íntimo que conecta los ambientes con armonía.

El exterior es un verdadero punto de encuentro: un patio con pileta para disfrutar el verano, galería con parrilla para reuniones y un espacio verde que invita a relajarse en un entorno natural. Además, la cochera cubierta brinda seguridad y comodidad.

Esta propiedad ofrece tres dormitorios, dos baños completos y un toilette, en un diseño que une confort, estilo y calidad de vida. Una oportunidad ideal para quienes sueñan con vivir en un country rodeados de naturaleza, tranquilidad y el espacio perfecto para crear nuevos recuerdos.",casa,USD 160.000,,Venta,635 y 529,Berazategui,Berazategui,GBA Sur,"366,0","200,0",3,2,1,"Acepta Mascotas, Agua, Cloaca, Electricidad, Gas natural, Pavimento, Altillo, Balcón, Biblioteca, Cocina, Comedor, Comedor diario, Galería, Hall, Jardín, Lavadero, Living, Living comedor, Oficina, Patio, Suite, Toilette, Vestidor, Aire Acondicionado individual, Apto credito, Calefacción, Cochera, Parrilla, Piscina, Quincho, Seguridad, Solarium","https://cdn.21online.lat/argentina/cache/awsTest1/rc/8SnQnzjK/uploads/180/propiedades/275921/68a8be4f3a66a.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/5JFFumRj/uploads/180/propiedades/275921/68a8be7d47d95.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/msRmXQpK/uploads/180/propiedades/275921/68a8be5a78bdf.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/7bXH9mq8/uploads/180/propiedades/275921/68a8be54c7dd9.jpg",+5491123608309,
https://century21.com.ar/propiedad/277043_venta-casa-3-ambientes-quilmes-quincho-parrilla,"Casa ubicado en Quilmes Oeste, en excelente estado general. La casa principal cuenta con dos habitaciones con placard, baño completo, cocina comedor amplia con muebles bajo y sobre mesada, living y garaje cubierto con portón corredizo.

Al fondo del lote se encuentra una construcción adicional tipo departamento, con una habitación, cocina, living comedor y baño. Esta edificación puede ser remodelada para sumar más espacio habitable o demolida para ampliar el patio trasero y proyectar un jardín con mayor superficie.",casa,USD 73.000,,Venta,Islas Malvinas 3435,Quilmes,Quilmes,GBA Sur,"350,0","35,0",2,1,1,"Acepta Mascotas, Agua, Electricidad, Gas natural, Cocina, Comedor, Comedor diario, Galería, Hall, Jardín, Lavadero, Living, Living comedor, Patio, Amoblado, Apto credito, Cochera, Luminoso, Parrilla, Quincho","https://cdn.21online.lat/argentina/cache/awsTest1/rc/i5lo5HfN/uploads/180/propiedades/277043/68af2ff6a18e7.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/Wk1fUxeq/uploads/180/propiedades/277043/68af2ffccab1d.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/O8hSXpfc/uploads/180/propiedades/277043/68af2ffed306a.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/b1ZXLrG0/uploads/180/propiedades/277043/68af3015b4f15.jpg",+5491131101040,
https://century21.com.ar/propiedad/276228_venta-casa-3-ambientes-quilmes-oeste,"Casa en Venta en Quilmes Oeste – A metros de Av. La Plata

Se ofrece en venta una propiedad ubicada en una excelente zona de Quilmes Oeste, con rápido acceso a principales arterias.

La vivienda cuenta con:

Living-comedor integrado a la cocina

2 habitaciones luminosas

1 baño totalmente refaccionado a nuevo

Lavadero

Patio trasero

Amplia terraza transitable

Características destacadas:
✔️ Todas las aberturas nuevas
✔️ Baño renovado recientemente
✔️ Apto crédito hipotecario
✔️ Oportunidad de terminar detalles de refacción a gusto

 Las medidas son aproximadas",casa,USD 68.000,,Venta,Madame Curie 1266,Quilmes Oeste,Quilmes,GBA Sur,"216,0","80,0",2,1,,"Agua, Cable, Cloaca, Electricidad, Gas natural, Internet, Pavimento, Teléfono, Cocina, Living comedor, Patio, Apto credito, Terraza","https://cdn.21online.lat/argentina/cache/awsTest1/rc/wEP9L8fU/uploads/180/propiedades/276228/68acbd43492a2.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/gp1GAGl2/uploads/180/propiedades/276228/68acbd325e4b4.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/1BzOJkp5/uploads/180/propiedades/276228/68acbd3609b0d.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/Fieptgls/uploads/180/propiedades/276228/68acbd396ec66.jpg",+5491165836779,
https://century21.com.ar/propiedad/277660_casa-en-venta-de-4-dormitorios-con-placard-escritorio-garaje-patio-y-quincho,"Ubicada en calle 517 bis e/ 8 y 9 , en un entorno residencial y familiar, esta propiedad se desarrolla en planta baja sobre un lote de 20 x 27,50 metros, con una superficie cubierta de 241 m² y total de 550m².

La casa dispone de recibidor, living, cocina con doble mesada y un comedor con vista al jardín. Posee cuatro dormitorios con pisos de parquet y placares, y un escritorio que incluye un mueble con biblioteca y que, por sus dimensiones, puede utilizarse como quinto dormitorio. Todos los ambientes son muy luminosos y cuentan con ventilación natural. Además, cuenta con dos baños completos, calefacción a gas mediante estufas y dos termotanques nuevos. Posee garaje. Todas las instalaciones de agua, gas y electricidad se encuentran renovadas a nuevo.

En el exterior, la vivienda ofrece un parque verde y un amplio quincho equipado con parrilla, cocina industrial, baño y una habitación de guardado. La casa cuenta con sistema de cámaras y alarma.

Se trata de una propiedad sólida, cómoda y funcional, ubicada en una buena cuadra dentro de un barrio de carácter familiar.",casa,USD 180.000,,Venta,517 bis e/ 8 y 9 .,La Plata,La Plata,GBA Sur,"550,0","241,0",,,,"Agua, Cable, Cloaca, Electricidad, Gas natural, Internet, Pavimento, Teléfono","https://cdn.21online.lat/argentina/cache/awsTest1/rc/YB7KsOQM/uploads/10/propiedades/277660/68b1a503e9bf8.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/SbJ24WAT/uploads/10/propiedades/277660/68b1a5b26c124.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/WOmDjQdJ/uploads/10/propiedades/277660/68b1a6459431b.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/7tVrZqH7/uploads/10/propiedades/277660/68b1a6cae0bff.jpg",+5492214567891,https://cdn.21online.lat/argentina/cache/awsTest1/rc/cH1yxBv9/uploads/10/logos/logoTBAr.png
https://century21.com.ar/propiedad/277667_monoambiente-en-venta-en-la-plata-zona-tribunales,"Excelente y cómodo monoambiente con balcón en calle 19 41 y 42. Ubicado en la zona más estratégica de la ciudad, cercana a tribunales, centro comercial y espacios verdes. Cuenta con un amplio balcón, cocina integrada, baño completo y detalles de calidad. Un dato importante es que se puede adquirir con un 50% del valor y financiar el otro 50% en cuotas en pesos. Entrega estimada Noviembre 2026. Consulte por pisos disponibles.",departamento,USD 58.500,,Venta,19 entre 41 y 42,La Plata,La Plata,GBA Sur,"42,0","42,0",,1,,"Acepta Mascotas, Agua, Cable, Cloaca, Electricidad, Gas natural, Internet, Pavimento, Teléfono","https://cdn.21online.lat/argentina/cache/awsTest1/rc/ZwEoWrRd/uploads/194/propiedades/277667/68b1add9ec76a.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/sP4ZrH9r/uploads/194/propiedades/277667/68b1adbcb1c07.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/fAZ16goQ/uploads/194/propiedades/277667/68b1adc8879e2.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/mfswwRLR/uploads/194/propiedades/277667/68b1adc269c3b.jpg",+5492214372484,https://cdn.21online.lat/argentina/cache/awsTest1/rc/JxueelXi/uploads/194/logos/logoTBAr.png
https://century21.com.ar/propiedad/277740_venta-de-monoambiente-excelente-ubicacion,"Monoambiente en venta – Calle 7 e/ 39 y 40, La Plata

Monoambiente luminoso en excelente ubicación, a metros del centro y con rápido acceso a facultades, plazas y principales avenidas.
Cuenta con:

Ambiente único con buena ventilación natural

Cocina  con muebles bajo mesada

Baño completo

Espacio funcional y con todas las comodidades de estar cerca de TODO.

Ideal para inversión o primera vivienda.",departamento,USD 39.000,39,Venta,7 entre 39 y 40 374,La Plata,La Plata,GBA Sur,"24,0","24,0",,1,,,"https://cdn.21online.lat/argentina/cache/awsTest1/rc/c1DWQLjH/uploads/10/propiedades/277740/68b1cb8caa657.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/rLk1PCkq/uploads/10/propiedades/277740/68b1cb940a398.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/bnxnIZoj/uploads/10/propiedades/277740/68b1cb887a7d0.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/jMm4EaGw/uploads/10/propiedades/277740/68b1ccc644d40.jpg",+5492215939650,https://cdn.21online.lat/argentina/cache/awsTest1/rc/cH1yxBv9/uploads/10/logos/logoTBAr.png
https://century21.com.ar/propiedad/277044_venta-de-ph-casco-la-plata,"Venta de PH 1 dormitorio, casco urbano
PH en venta en pleno casco urbano de La Plata.
Ubicado en 36 E/ 18 Y 19, este PH ofrece una excelente combinación de comodidad, ubicación y vistas privilegiadas de la ciudad.

La unidad cuenta con:
Superficie total: 67.77 m².
1 dormitorio con muy buena ventilación e iluminación natural.
1 baño completo.
Cocina separada.
Living comedor amplio y luminoso.

Características destacadas:
Todos los ambientes poseen excelente ventilación y luz natural.

Apto mascotas.
Ubicación estratégica

Una opción ideal tanto para vivienda como para inversión.",ph,USD 75.000,,Venta,36 E/ 18 Y 19 1177,La Plata,La Plata,GBA Sur,"67,8","44,9",1,1,,"Agua, Cloaca, Electricidad, Gas natural, Internet","https://cdn.21online.lat/argentina/cache/awsTest1/rc/aQasGD5j/uploads/53/propiedades/277044/68af313b36bab.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/rTZpeK7U/uploads/53/propiedades/277044/68af3141d61c4.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/k4S0RhOZ/uploads/53/propiedades/277044/68af314864d6c.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/myNr0K4G/uploads/53/propiedades/277044/68af314d974e1.jpg",+5492215697167,https://cdn.21online.lat/argentina/cache/awsTest1/rc/Mnl37R6g/uploads/53/logos/logoTBAr.png
https://century21.com.ar/propiedad/277654_venta-de-casa-en-gonnet,"Casa en Gonnet, La Plata – Oportunidad 

Ubicada en la localidad de Gonnet, La Plata, esta propiedad representa una excelente oportunidad para quienes buscan refaccionar y personalizar su hogar.

La vivienda cuenta con 71 m² cubiertos, distribuidos en:
	•	2 dormitorios con pisos de madera.
	•	Cocina comedor.
	•	Living con buena iluminación.
	•	Baño completo.
	•	Lavadero independiente.

En el exterior se destaca un parque de generosas dimensiones sobre un lote de 441 m², además de un galponcito en el fondo con múltiples usos.

- Actualmente habitada y con todos los servicios: luz, gas natural, agua corriente y cloacas.

Una propiedad con el encanto de lo clásico, ideal para reciclar y revalorizar en una ubicación tranquila y con gran potencial.",casa,USD 120.000,,Venta,482 E/ 23 Y 24 2855,Manuel B Gonnet,La Plata,GBA Sur,"415,5","72,0",2,1,,"No Acepta Mascotas, Agua, Cloaca, Electricidad, Gas natural, Pavimento, Jardín, Lavadero, Patio, Apto credito, Apto profesional","https://cdn.21online.lat/argentina/cache/awsTest1/rc/cZWXPhvL/uploads/81/propiedades/277654/68b19a158b782.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/IH4XBcMW/uploads/81/propiedades/277654/68b19a134a694.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/2CVlSdPB/uploads/81/propiedades/277654/68b19a058de1d.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/cm6UT9wV/uploads/81/propiedades/277654/68b19a0ecd331.jpg",+5492216809503,https://cdn.21online.lat/argentina/cache/awsTest1/rc/G7TvuZ5W/uploads/81/logos/logoTBAr.png
https://century21.com.ar/propiedad/277690_lote-de-terreno-en-venta-en-barrio-cerrado-velisa-villa-elisa,"Lote de terreno en venta en Villa Elisa en barrio cerrado ""Velisa"". Ubicado en la calle 25 entre 422 y 423. Posee ubicación privilegiada, ya que esta a tan solo una cuadra y media de Camino General Belgrano, lo que permite tener un rápido acceso a Capital Federal, City Bell y La Plata. Se encuentra emplazado en un predio que se caracteriza por el contacto directo con la naturaleza, en un ambiente tranquilo y familiar. Barrio Velisa posee 36 lotes, escriturable APTO BANCO, estado parcelario vigente. El terreno está amojonado y cuenta con los planos correspondientes. Consulte por financiación y formas de pago.",terreno,USD 48.000,,Venta,25 entre 422 y 423,La Plata,La Plata,GBA Sur,"600,0","600,0",,,,,"https://cdn.21online.lat/argentina/cache/awsTest1/rc/1nM84rO2/uploads/194/propiedades/277690/68b1b596dfd86.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/RscKTCGJ/uploads/194/propiedades/277690/68b1b5b32f8bc.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/j7KxN9Xb/uploads/194/propiedades/277690/68b1b5886e57d.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/VLcpulPW/uploads/194/propiedades/277690/68b1b59faaf29.jpg",+5492214372484,https://cdn.21online.lat/argentina/cache/awsTest1/rc/JxueelXi/uploads/194/logos/logoTBAr.png
https://century21.com.ar/propiedad/267069_casa-en-venta-city-bell-461-entre-24-y-26,"461 entre 24 y 26 – City Bell
Casa en venta | 2 dormitorios | 2 baños | Patio y parque

A tan solo dos cuadras del Country Club de Estudiantes, esta cálida propiedad de dos plantas se encuentra emplazada sobre un lote de 10 x 28 metros, con una superficie cubierta aproximada de 80 m².

Al frente, ofrece una cochera descubierta con capacidad para 2 o 3 vehículos. Al ingresar, un hall recibidor distribuye los ambientes: hacia un dormitorio en planta baja y hacia el sector social de la casa. La cocina-comedor, con salida directa al parque, brinda una conexión natural con el exterior, ideal para disfrutar al aire libre.

Cuenta con dos dormitorios en suite, uno en cada planta, lo que garantiza comodidad y privacidad. Además, posee dos baños completos, un patio interno que aporta luz y ventilación, y un amplio parque al fondo.

 Se acepta permuta por departamento o PH hasta el 40% del valor.",casa,USD 88.000,,Venta,461 entre 24 y 26,City Bell,La Plata,GBA Sur,"281,0","80,0",2,2,1,"Acepta Mascotas, Agua, Cable, Electricidad, Gas natural, Internet, Pavimento, Teléfono","https://cdn.21online.lat/argentina/cache/awsTest1/rc/59tiPw9F/uploads/4/propiedades/267069/6879737b57680.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/z43s5adF/uploads/4/propiedades/267069/6879737d5479d.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/ohpO8R7I/uploads/4/propiedades/267069/6879736e02ca1.jpg, https://cdn.21online.lat/argentina/cache/awsTest1/rc/gzqgTiiB/uploads/4/propiedades/267069/68797365bd216.jpg",+5492983553370,https://cdn.21online.lat/argentina/cache/awsTest1/rc/yp1eSLJa/uploads/44/logos/logoTBAr.png
